# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Fri Nov 14 10:26:02 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: DECAM (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
9.8116e-05 -2.19174 10.11394 0.1000000015 1.1711064122    0.100 -2.779  3.5589  5.405    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-16      0.00 7.448e-01 2.551e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 11.718 15.907 13.640 12.089 11.448 11.152 11.054
9.8116e-05 -2.19174 10.11394 0.1098214313 1.2482754908    0.109 -2.631  3.5742  5.356    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.87e-16      0.00 7.429e-01 2.570e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 11.346 15.172 13.058 11.628 11.084 10.811 10.718
9.8116e-05 -2.19174 10.11394 0.1294642836 1.3786745408    0.129 -2.388  3.5967  5.276    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.3e-16      0.00 7.397e-01 2.602e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.740 14.047 12.176 10.938 10.481 10.242 10.158
9.8116e-05 -2.19174 10.11394 0.1491071582 1.4855959672    0.149 -2.224  3.6080  5.219    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.45e-16      0.00 7.377e-01 2.622e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.331 13.399 11.642 10.495 10.070 9.847 9.769
9.8116e-05 -2.19174 10.11394 0.1687500030 1.5756139920    0.168 -2.098  3.6153  5.174    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.34e-16      0.00 7.369e-01 2.630e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 10.014 12.937 11.251 10.158 9.752 9.540 9.466
9.8116e-05 -2.19174 10.11394 0.2080357224 1.7204495903    0.207 -1.894  3.6262  5.106    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.86e-16      0.00 7.366e-01 2.633e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 9.506 12.222 10.636 9.620 9.241 9.044 8.976
9.8116e-05 -2.19174 10.11394 0.2571428716 1.8581268277    0.257 -1.707  3.6363  5.051    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.06e-15      0.00 7.369e-01 2.630e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 9.038 11.573 10.076 9.125 8.769 8.587 8.524
9.8116e-05 -2.19174 10.11394 0.3062500358 1.9652636675    0.306 -1.562  3.6447  5.016    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.6e-15      0.00 7.368e-01 2.631e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.675 11.069 9.642 8.740 8.404 8.233 8.176
9.8116e-05 -2.19174 10.11394 0.3553571403 2.0521113302    0.355 -1.440  3.6526  4.990    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.38e-15      0.00 7.378e-01 2.621e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 1.000e-04 8.369 10.635 9.273 8.414 8.095 7.935 7.882
9.8116e-05 -2.19174 10.11394 0.4044643044 2.1246090444    0.404 -1.317  3.6611  4.958    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.16e-15      0.00 7.500e-01 2.499e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 8.062 10.195 8.903 8.089 7.787 7.638 7.590
9.8116e-05 -2.19174 10.11394 0.4535714388 2.1864813481    0.453 -1.169  3.6745  4.913    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.42e-15      0.00 7.507e-01 2.492e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 7.693 9.619 8.441 7.695 7.420 7.289 7.247
9.8116e-05 -2.19174 10.11394 0.5026785731 2.2401984691    0.503 -1.003  3.6893  4.852    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -6.6e-15      0.00 7.528e-01 2.471e-01 1.785e-05 4.815e-06 4.368e-05 -1.000 9.999e-05 7.278 8.993 7.935 7.258 7.012 6.899 6.866
9.8116e-05 -2.19174 10.11394 0.5517857671 2.2851312492    0.551 -0.798  3.7090  4.765    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.12e-14      0.00 7.879e-01 2.120e-01 1.547e-05 4.177e-06 3.790e-05 -1.000 9.759e-05 6.764 8.226 7.317 6.726 6.517 6.428 6.404
9.8116e-05 -2.19174 10.11394 0.6008928418 2.3217254164    0.600 -0.585  3.7344  4.692    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1  -1.9e-14      0.00 8.019e-01 1.981e-01 1.456e-05 3.935e-06 3.572e-05 -1.000 6.896e-05 6.234 7.429 6.679 6.189 6.024 5.965 5.953
9.8116e-05 -2.19174 10.11394 0.6042632461 2.3239873790    0.604 -0.570  3.7364  4.687    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.97e-14      0.00 8.030e-01 1.969e-01 1.449e-05 3.915e-06 3.554e-05 -1.000 1.000e-04 6.195 7.372 6.633 6.150 5.989 5.932 5.921
9.8116e-05 -2.19174 10.11394 0.6139274836 2.3303152222    0.614 -0.525  3.7423  4.672    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1  -2.2e-14      0.00 8.066e-01 1.934e-01 1.425e-05 3.853e-06 3.499e-05 -1.000 7.801e-05 6.083 7.209 6.501 6.040 5.888 5.837 5.829
9.8116e-05 -2.19174 10.11394 0.6233114600 2.3362441203    0.623 -0.481  3.7479  4.657    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.46e-14      0.00 8.102e-01 1.898e-01 1.403e-05 3.792e-06 3.444e-05 -1.000 5.236e-05 5.973 7.053 6.373 5.933 5.791 5.747 5.741
9.8116e-05 -2.19174 10.11394 0.6343692541 2.3429723026    0.634 -0.429  3.7545  4.639    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.99e-19      0.00 8.146e-01 1.853e-01 1.374e-05 3.715e-06 3.375e-05 -1.000 7.083e-05 5.842 6.871 6.221 5.807 5.677 5.639 5.635
9.8116e-05 -2.19174 10.11394 0.6441747546 2.3487168355    0.644 -0.382  3.7602  4.621    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -4.56e-16      0.00 8.188e-01 1.811e-01 1.347e-05 3.644e-06 3.311e-05 -1.000 4.183e-05 5.725 6.711 6.087 5.694 5.573 5.542 5.540
9.8116e-05 -2.19174 10.11394 0.6499999762 2.3520353107    0.650 -0.353  3.7635  4.610    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.41e-14      0.00 8.214e-01 1.785e-01 1.330e-05 3.599e-06 3.272e-05 -1.000 1.000e-04 5.654 6.619 6.007 5.627 5.511 5.483 5.483
9.8116e-05 -2.19174 10.11394 0.6537171006 2.3541173483    0.653 -0.335  3.7655  4.603    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.58e-14      0.00 8.234e-01 1.765e-01 1.317e-05 3.564e-06 3.240e-05 -1.000 1.000e-04 5.608 6.560 5.956 5.583 5.471 5.445 5.446
9.8116e-05 -2.19174 10.11394 0.6632332802 2.3593254610    0.663 -0.287  3.7708  4.582    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -4.06e-14      0.00 8.289e-01 1.710e-01 1.281e-05 3.470e-06 3.155e-05 -1.000 9.991e-05 5.488 6.408 5.824 5.469 5.365 5.344 5.347
9.8116e-05 -2.19174 10.11394 0.6723176837 2.3641394099    0.672 -0.240  3.7757  4.560    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -4.61e-14      0.00 8.345e-01 1.654e-01 1.246e-05 3.374e-06 3.069e-05 -1.000 9.999e-05 5.370 6.263 5.695 5.357 5.261 5.244 5.249
9.8116e-05 -2.19174 10.11394 0.6803793907 2.3682878418    0.680 -0.197  3.7801  4.540    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -2.17e-20      0.00 8.398e-01 1.602e-01 1.212e-05 3.283e-06 2.988e-05 -1.000 5.753e-05 5.262 6.131 5.577 5.254 5.165 5.152 5.158
9.8116e-05 -2.19174 10.11394 0.6881900430 2.3722006646    0.688 -0.153  3.7843  4.518    1  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -8.76e-18      0.00 8.451e-01 1.548e-01 1.177e-05 3.192e-06 2.906e-05 -1.000 2.754e-05 5.153 6.001 5.458 5.151 5.068 5.060 5.067
9.8116e-05 -2.19174 10.11394 0.6974349022 2.3767019689    0.697 -0.099  3.7893  4.489    1  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -1.01e-14      0.00 8.516e-01 1.484e-01 1.136e-05 3.083e-06 2.808e-05 -1.000 5.750e-05 5.018 5.841 5.311 5.021 4.947 4.944 4.953
9.8116e-05 -2.19174 10.11394 0.6999999881 2.3779266974    0.700 -0.084  3.7906  4.481    1  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -7.09e-14      0.00 8.533e-01 1.466e-01 1.125e-05 3.053e-06 2.781e-05 -1.000 8.170e-05 4.979 5.796 5.269 4.984 4.912 4.910 4.920
9.8116e-05 -2.19174 10.11394 0.7017223239 2.3787432700    0.701 -0.073  3.7915  4.475    1  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -7.31e-14      0.00 8.542e-01 1.457e-01 1.120e-05 3.040e-06 2.770e-05 -1.000 9.641e-05 4.953 5.766 5.241 4.959 4.888 4.887 4.897
9.8116e-05 -2.19174 10.11394 0.7099218965 2.3825683487    0.709 -0.020  3.7956  4.444    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -8.5e-14      0.00 8.581e-01 1.419e-01 1.099e-05 2.991e-06 2.728e-05 -1.000 6.245e-05 4.821 5.617 5.099 4.832 4.768 4.771 4.782
9.8116e-05 -2.19174 10.11394 0.7169615626 2.3857721870    0.716  0.028  3.7991  4.414    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -9.76e-14      0.00 8.610e-01 1.389e-01 1.083e-05 2.955e-06 2.697e-05 -1.000 2.553e-05 4.701 5.482 4.971 4.716 4.657 4.664 4.676
9.8116e-05 -2.19174 10.11394 0.7237792611 2.3888067861    0.723  0.077  3.8023  4.381    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -4.75e-14      0.00 8.636e-01 1.363e-01 1.070e-05 2.925e-06 2.672e-05 -1.000 9.999e-05 4.576 5.345 4.838 4.594 4.541 4.551 4.564
9.8116e-05 -2.19174 10.11394 0.7305953503 2.3917756520    0.730  0.131  3.8054  4.343    1  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -2.25e-19      0.00 8.659e-01 1.340e-01 1.058e-05 2.899e-06 2.649e-05 -1.000 9.999e-05 4.442 5.198 4.695 4.462 4.414 4.427 4.441
9.8116e-05 -2.19174 10.11394 0.7384688258 2.3951267506    0.738  0.200  3.8087  4.293    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -2.34e-17      0.00 8.683e-01 1.316e-01 1.046e-05 2.875e-06 2.628e-05 -1.000 6.296e-05 4.270 5.013 4.513 4.293 4.251 4.267 4.282
9.8116e-05 -2.19174 10.11394 0.7458256483 2.3981845312    0.745  0.272  3.8113  4.235    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -8.34e-15      0.00 8.704e-01 1.295e-01 1.036e-05 2.852e-06 2.610e-05 -1.000 6.710e-05 4.090 4.823 4.325 4.114 4.077 4.096 4.112
9.8116e-05 -2.19174 10.11394 0.7500000000 2.3998889087    0.749  0.316  3.8124  4.198    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -2.38e-13      0.00 8.713e-01 1.286e-01 1.032e-05 2.843e-06 2.603e-05 -1.000 1.000e-04 3.979 4.707 4.209 4.003 3.968 3.988 4.004
9.8116e-05 -2.19174 10.11394 0.7525971532 2.4009383545    0.752  0.344  3.8132  4.174    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1  -2.6e-13      0.00 8.708e-01 1.291e-01 1.037e-05 2.857e-06 2.616e-05 -1.000 1.000e-04 3.909 4.634 4.136 3.933 3.900 3.920 3.937
9.8116e-05 -2.19174 10.11394 0.7566770315 2.4025702157    0.756  0.393  3.8137  4.131    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.05e-13      0.00 8.695e-01 1.304e-01 1.047e-05 2.886e-06 2.642e-05 -1.000 1.001e-04 3.789 4.511 4.012 3.812 3.780 3.801 3.817
9.8116e-05 -2.19174 10.11394 0.7580728531 2.4031238780    0.757  0.411  3.8134  4.111    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.25e-13      0.00 8.691e-01 1.308e-01 1.051e-05 2.896e-06 2.651e-05 -1.000 1.000e-04 3.742 4.464 3.965 3.765 3.732 3.753 3.769
9.8116e-05 -2.19174 10.11394 0.7618665695 2.4046169012    0.761  0.466  3.8114  4.051    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.93e-13      0.00 8.679e-01 1.320e-01 1.060e-05 2.922e-06 2.675e-05 -1.000 1.000e-04 3.606 4.333 3.831 3.626 3.591 3.610 3.625
9.8116e-05 -2.19174 10.11394 0.7645221353 2.4056518708    0.763  0.508  3.8087  3.999    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -4.61e-13      0.00 8.671e-01 1.328e-01 1.067e-05 2.941e-06 2.692e-05 -1.000 1.000e-04 3.499 4.234 3.728 3.516 3.477 3.493 3.507
9.8116e-05 -2.19174 10.11394 0.7650885582 2.4058715574    0.764  0.518  3.8080  3.987    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -4.78e-13      0.00 8.669e-01 1.330e-01 1.068e-05 2.945e-06 2.696e-05 -1.000 1.001e-04 3.475 4.212 3.705 3.491 3.451 3.467 3.481
9.8116e-05 -2.19174 10.11394 0.7656485438 2.4060883798    0.764  0.529  3.8068  3.972    2  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -4.99e-13      0.00 8.668e-01 1.331e-01 1.070e-05 2.949e-06 2.699e-05 -1.000 9.999e-05 3.448 4.189 3.680 3.462 3.421 3.435 3.449
9.8116e-05 -2.19174 10.11394 0.7675324678 2.4068151516    0.766  0.569  3.8013  3.910    2  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -5.86e-13      0.00 8.662e-01 1.337e-01 1.074e-05 2.962e-06 2.711e-05 -1.000 1.000e-04 3.347 4.106 3.590 3.356 3.306 3.315 3.327
9.8116e-05 -2.19174 10.11394 0.7689745426 2.4073687024    0.768  0.606  3.7946  3.848    2  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -6.83e-13      0.00 8.658e-01 1.341e-01 1.078e-05 2.972e-06 2.721e-05 -1.000 1.000e-04 3.256 4.040 3.514 3.259 3.199 3.201 3.211
9.8116e-05 -2.19174 10.11394 0.7701043487 2.4078007214    0.769  0.639  3.7867  3.784    2  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -7.94e-13      0.00 8.654e-01 1.345e-01 1.081e-05 2.980e-06 2.728e-05 -1.000 9.905e-05 3.172 3.989 3.450 3.169 3.097 3.091 3.098
9.8116e-05 -2.19174 10.11394 0.7710154653 2.4081480569    0.769  0.670  3.7783  3.719    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -9.17e-13      0.00 8.583e-01 1.416e-01 1.130e-05 3.114e-06 2.849e-05 -1.000 3.543e-05 3.096 3.951 3.394 3.087 3.001 2.987 2.991
9.8116e-05 -2.19174 10.11394 0.7717800140 2.4084387902    0.770  0.699  3.7702  3.658    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-12      0.00 8.357e-01 1.643e-01 1.270e-05 3.493e-06 3.190e-05 -1.000 4.828e-05 3.022 3.918 3.342 3.008 2.909 2.888 2.889
9.8116e-05 -2.19174 10.11394 0.7724545598 2.4086947488    0.771  0.730  3.7627  3.598    2  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-12      0.00 8.099e-01 1.900e-01 1.422e-05 3.901e-06 3.556e-05 -1.000 7.364e-05 2.945 3.882 3.286 2.927 2.817 2.788 2.786
9.8116e-05 -2.19174 10.11394 0.7730530500 2.4089214179    0.771  0.764  3.7561  3.538    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -1.4e-12      0.00 7.926e-01 2.073e-01 1.523e-05 4.172e-06 3.798e-05 -1.000 9.432e-05 2.861 3.837 3.220 2.840 2.719 2.683 2.679
9.8116e-05 -2.19174 10.11394 0.7736458182 2.4091455223    0.772  0.806  3.7504  3.473    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.66e-12      0.00 7.821e-01 2.178e-01 1.585e-05 4.337e-06 3.945e-05 -1.000 9.999e-05 2.755 3.767 3.132 2.731 2.602 2.560 2.553
9.8116e-05 -2.19174 10.11394 0.7741137743 2.4093221610    0.772  0.846  3.7466  3.418    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.94e-12      0.00 7.770e-01 2.229e-01 1.615e-05 4.418e-06 4.017e-05 -1.000 1.001e-04 2.654 3.692 3.043 2.630 2.494 2.448 2.440
9.8116e-05 -2.19174 10.11394 0.7744336128 2.4094427487    0.773  0.877  3.7444  3.379    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.18e-12      0.00 7.743e-01 2.256e-01 1.631e-05 4.459e-06 4.054e-05 -1.000 9.999e-05 2.578 3.632 2.975 2.554 2.414 2.366 2.356
9.8116e-05 -2.19174 10.11394 0.7747198343 2.4095505649    0.773  0.907  3.7428  3.343    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-12      0.00 7.725e-01 2.274e-01 1.641e-05 4.485e-06 4.078e-05 -1.000 1.000e-04 2.503 3.568 2.905 2.479 2.337 2.286 2.276
9.8116e-05 -2.19174 10.11394 0.7750951052 2.4096917861    0.773  0.948  3.7409  3.294    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.83e-12      0.00 7.704e-01 2.295e-01 1.651e-05 4.514e-06 4.104e-05 -1.000 7.711e-05 2.400 3.478 2.809 2.376 2.231 2.178 2.167
9.8116e-05 -2.19174 10.11394 0.7754731178 2.4098338802    0.773  0.992  3.7390  3.243    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.32e-12      0.00 7.685e-01 2.315e-01 1.660e-05 4.539e-06 4.126e-05 -1.000 2.122e-05 2.291 3.382 2.705 2.267 2.119 2.064 2.052
9.8116e-05 -2.19174 10.11394 0.7758351564 2.4099698204    0.774  1.036  3.7374  3.192    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -3.9e-12      0.00 7.668e-01 2.331e-01 1.668e-05 4.559e-06 4.143e-05 -1.000 9.793e-05 2.180 3.282 2.600 2.156 2.006 1.949 1.937
9.8116e-05 -2.19174 10.11394 0.7762199640 2.4101141502    0.774  1.086  3.7357  3.135    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.67e-12      0.00 7.652e-01 2.347e-01 1.674e-05 4.577e-06 4.160e-05 -1.000 9.999e-05 2.054 3.169 2.480 2.031 1.878 1.820 1.806
9.8116e-05 -2.19174 10.11394 0.7765428424 2.4102351252    0.774  1.132  3.7343  3.084    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -5.5e-12      0.00 7.638e-01 2.361e-01 1.680e-05 4.590e-06 4.172e-05 -1.000 1.000e-04 1.941 3.067 2.372 1.918 1.763 1.703 1.689
